"corpus","preloaded/ske_parlamint21_es"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"obra",6,6.700
,,"viajero",5,6.700
,,"país",24,6.580
,,"cataluña",6,6.410
,,"ciudadanía",6,6.220
,,"gobierno",5,5.930
,,"sistema",6,5.280
seguridad,"X de ...",,511,5.410
,,"naciones",64,11.190
,,"suministro",20,9.900
,,"ciudadano",63,9.400
,,"usuario",9,8.830
,,"red",13,8.780
,,"operación",8,8.520
,,"frontera",7,8.330
,,"presa",5,8.230
,,"viajero",5,7.980
,,"persona",29,7.780
,,"obra",6,7.700
,,"español",16,7.650
,,"mujer",11,7.600
,,"trabajador",12,7.420
,,"cataluña",6,7.140
,,"ciudadanía",6,6.910
,,"país",20,6.810
seguridad,"X en ...",,227,2.400
,,"carretera",10,9.840
,,"recrecimiento",5,9.450
,,"trabajo",9,9.370
,,"cumplimiento",5,8.900
,,"red",7,8.790
,,"mercado",9,8.430
,,"ámbito",7,6.560
,,"materia",10,6.270
,,"país",8,5.610
seguridad,"X a ...",,168,1.780
,,"ciudadano",12,7.840
,,"ciudadanía",6,7.720
,,"empresa",6,7.510
,,"sector",5,7.290
,,"hora",5,7.110
,,"través",6,6.340
,,"persona",5,6.170
seguridad,"... a X",,138,1.460
,,"amenaza",9,10.420
,,"afectar",39,9.230
,,"vincular",5,7.970
,,"dedicar",5,7.800
,,"contribuir",5,7.720
,,"relativo",5,7.280
,,"derecho",9,6.750
seguridad,"... con X",,118,1.250
,,"jugar",8,9.830
,,"relacionar",6,7.910
,,"contar",7,6.840
,,"hacer",5,6.630
,,"ver",5,6.400
,,"relación",5,5.960
seguridad,"... para X",,113,1.200
,,"interés",15,11.500
,,"amenaza",11,10.860
,,"peligro",9,10.570
,,"riesgo",8,10.100
,,"autoridad",5,10.100
seguridad,"... en X",,97,1.030
,,"invertir",6,8.460
,,"inversión",5,7.570
seguridad,"... por X",,65,0.690
,,"velar",21,10.940
seguridad,"X para ...",,64,0.680
,,"trabajador",6,9.340
,,"conjunto",5,8.740
,,"persona",6,8.580
seguridad,"... sobre X",,26,0.280
,,"comisión",10,11.940
seguridad,"... contra X",,18,0.190
,,"atentar",7,9.970
seguridad,"usage patterns",,0,0.000
,,"""%w"" + ""ser""",55,0.580
,,"""ser %w""",21,0.220
