"corpus","preloaded/ske_parlamint21_es"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"principio",13,7.200
,,"ley",29,7.100
,,"precio",6,6.940
,,"condición",9,6.890
,,"partido",6,6.880
,,"sistema",19,6.750
,,"marco",5,6.460
,,"forma",5,6.300
,,"materia",10,6.230
,,"parte",7,5.420
libertad,"... a X",,271,4.880
,,"ataque",37,11.200
,,"miedo",16,10.140
,,"derecho",76,9.760
,,"restricción",7,9.450
,,"respeto",14,8.460
,,"renunciar",6,8.300
,,"acceder",6,7.680
,,"afectar",9,7.030
,,"respecto",5,5.810
libertad,"... en X",,217,3.910
,,"elegir",8,9.950
,,"creer",28,9.900
,,"puesta",12,9.260
,,"educar",5,9.230
,,"vida",5,8.500
,,"vivir",12,8.340
,,"basar",5,6.830
,,"poner",15,6.590
,,"estar",16,6.030
libertad,"... con X",,134,2.420
,,"ejercer",7,10.340
,,"acabar",15,8.220
,,"compromiso",6,8.100
,,"ver",9,7.230
libertad,"... por X",,100,1.800
,,"lucha",17,11.290
,,"luchar",18,10.930
,,"luchador",6,10.820
,,"vida",5,10.340
,,"pacto",8,9.500
libertad,"X en ...",,97,1.750
,,"país",20,6.970
,,"caso",5,6.220
libertad,"... contra X",,76,1.370
,,"delito",19,11.830
,,"atentar",23,11.360
,,"atentado",6,10.680
libertad,"... entre X",,25,0.450
,,"equilibrio",11,11.080
libertad,"... sobre X",,24,0.430
,,"decidir",5,9.770
libertad,"... is a X",,19,0.340
,,"cosa",5,10.180
libertad,"usage patterns",,0,0.000
,,"""%w"" + ""ser""",50,0.900
,,"""ser %w""",43,0.780
,,"""%w"" + ""estar""",11,0.200
,,"""es %w para ...""",5,0.090
