"corpus","preloaded/ententen21_tt31"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"dignity",3785,5.880
,,"right",7587,5.870
,,"accessibility",3498,5.850
,,"soundness",3129,5.810
,,"maintenance",4748,5.750
,,"cleanliness",2996,5.720
,,"education",7931,5.710
,,"hazard",3066,5.670
,,"improvement",3879,5.640
,,"benefit",4710,5.630
,,"measure",3793,5.610
,,"outcome",3568,5.590
,,"sanitation",2898,5.590
,,"training",5968,5.540
,,"access",4402,5.530
,,"trust",3434,5.530
,,"satisfaction",2973,5.530
,,"happiness",2851,5.420
,,"feasibility",2414,5.400
,,"cost",5375,5.390
,,"order",3920,5.370
,,"property",4109,5.300
,,"nutrition",2691,5.290
,,"feature",3900,5.260
,,"handling",2424,5.260
,,"awareness",2781,5.250
,,"enjoyment",2234,5.240
,,"immunogenicity",2093,5.240
,,"wellness",2237,5.230
,,"use",4755,5.170
,,"fire",2920,5.140
,,"justice",2815,5.130
,,"linebacker",1945,5.120
,,"program",6270,5.120
,,"transportation",2520,5.120
,,"success",2784,5.100
,,"Health",3180,5.090
,,"service",9858,5.080
,,"procedure",3183,5.070
,,"reason",2903,5.070
,,"shelter",2164,5.040
,,"enforcement",2168,5.030
,,"impact",2808,5.020
,,"need",3410,5.010
,,"speed",2932,5.010
safety,"prepositional phrases",,1888560,0.000
,,"""%w"" of ...",491487,7.580
,,"... of ""%w""",280731,4.330
,,"... for ""%w""",273989,4.230
,,"... to ""%w""",184909,2.850
,,"""%w"" in ...",105953,1.630
,,"... on ""%w""",90313,1.390
,,"... about ""%w""",89343,1.380
,,"... in ""%w""",77214,1.190
,,"""%w"" for ...",48058,0.740
,,"... with ""%w""",40928,0.630
,,"""%w"" at ...",27447,0.420
,,"""%w"" on ...",21788,0.340
,,"""%w"" to ...",13423,0.210
,,"... as ""%w""",12276,0.190
,,"... from ""%w""",11382,0.180
,,"... over ""%w""",9960,0.150
,,"""%w"" from ...",9641,0.150
,,"""%w"" as ...",9361,0.140
,,"""%w"" during ...",9312,0.140
,,"""%w"" with ...",9173,0.140
,,"... at ""%w""",8316,0.130
,,"""%w"" through ...",5323,0.080
,,"... into ""%w""",5268,0.080
,,"... between ""%w""",3377,0.050
,,"""%w"" within ...",3248,0.050
,,"... around ""%w""",3200,0.050
,,"... than ""%w""",3109,0.050
,,"""%w"" by ...",3018,0.050
,,"... by ""%w""",2742,0.040
,,"... like ""%w""",2521,0.040
,,"... towards ""%w""",2241,0.030
,,"""%w"" across ...",2141,0.030
,,"""%w"" into ...",1979,0.030
,,"""%w"" over ...",1710,0.030
,,"""%w"" around ...",1553,0.020
,,"""%w"" throughout ...",1448,0.020
,,"... toward ""%w""",1336,0.020
,,"""%w"" after ...",1327,0.020
,,"""%w"" among ...",1218,0.020
,,"""%w"" against ...",1190,0.020
,,"""%w"" under ...",1086,0.020
,,"... after ""%w""",882,0.010
,,"""%w"" along ...",880,0.010
,,"... against ""%w""",806,0.010
,,"""%w"" before ...",793,0.010
,,"""%w"" without ...",587,0.010
,,"... upon ""%w""",571,0.010
,,"... within ""%w""",566,0.010
,,"... before ""%w""",564,0.010
,,"""%w"" while ...",564,0.010
,,"""%w"" than ...",558,0.010
,,"... beyond ""%w""",522,0.010
,,"""%w"" above ...",488,0.010
,,"... through ""%w""",478,0.010
,,"... if ""%w""",420,0.010
,,"... behind ""%w""",419,0.010
,,"""%w"" if ...",349,0.010
,,"""%w"" behind ...",317,0.000
,,"... without ""%w""",289,0.000
,,"... above ""%w""",271,0.000
,,"""%w"" off ...",263,0.000
,,"""%w"" amid ...",254,0.000
,,"... because ""%w""",250,0.000
,,"... among ""%w""",220,0.000
,,"""%w"" since ...",212,0.000
,,"""%w"" because ...",209,0.000
,,"... under ""%w""",190,0.000
,,"... off ""%w""",172,0.000
,,"... whether ""%w""",164,0.000
,,"""%w"" near ...",152,0.000
,,"... until ""%w""",147,0.000
,,"""%w"" until ...",138,0.000
,,"... outside ""%w""",132,0.000
,,"""%w"" outside ...",130,0.000
,,"""%w"" inside ...",129,0.000
,,"""%w"" between ...",124,0.000
,,"""%w"" upon ...",120,0.000
,,"... out ""%w""",110,0.000
,,"""%w"" so ...",94,0.000
,,"""%w"" beyond ...",81,0.000
,,"""%w"" aboard ...",71,0.000
,,"""%w"" amongst ...",60,0.000
,,"""%w"" via ...",58,0.000
,,"""%w"" amidst ...",45,0.000
,,"... so ""%w""",42,0.000
,,"""%w"" like ...",39,0.000
,,"... up ""%w""",38,0.000
,,"""%w"" despite ...",34,0.000
,,"""%w"" up ...",33,0.000
,,"""%w"" down ...",31,0.000
,,"... while ""%w""",30,0.000
,,"... below ""%w""",30,0.000
,,"... vs. ""%w""",29,0.000
,,"... inside ""%w""",27,0.000
,,"... en ""%w""",23,0.000
,,"""%w"" about ...",22,0.000
,,"""%w"" en ...",20,0.000
,,"... past ""%w""",20,0.000
,,"""%w"" once ...",18,0.000
,,"... though ""%w""",18,0.000
safety,"adjective predicates of X",,52175,0.800
,,"net",4248,10.760
,,"paramount",4438,10.160
,,"conscious",852,8.050
,,"first",7086,7.660
,,"critical",1931,6.630
,,"professional",544,6.310
,,"important",5701,6.210
,,"priority",120,6.200
,,"compliant",304,6.050
,,"key",739,5.820
,,"prioritized",104,5.810
,,"related",126,5.750
,,"imperative",129,5.530
,,"top",289,5.340
,,"manual",151,5.310
,,"certified",82,5.300
,,"standard",181,5.290
,,"foremost",63,5.280
,,"non-negotiable",63,5.210
,,"questionable",113,5.170
,,"prioritised",59,5.150
,,"fundamental",144,5.110
,,"vital",332,5.080
,,"crucial",396,5.070
,,"collaborative",112,5.040
safety,"X is a ...",,45375,0.700
,,"priority",10403,10.570
,,"concern",6085,9.830
,,"consideration",1082,8.470
,,"responsibility",1254,8.350
,,"number",2607,7.950
,,"issue",3330,7.790
,,"No.",255,6.820
,,"focus",461,6.610
,,"aspect",431,6.540
,,"goal",423,6.400
,,"topic",356,6.380
,,"objective",159,6.240
,,"illusion",163,6.230
,,"safety",141,6.220
,,"factor",1004,6.180
,,"value",368,6.150
,,"need",189,5.750
,,"reason",491,5.730
,,"cornerstone",99,5.510
,,"job",159,5.490
,,"area",381,5.460
,,"benefit",116,5.460
,,"requirement",168,5.440
,,"matter",379,5.400
,,"criterion",81,5.390
,,"position",108,5.350
,,"afterthought",61,5.290
,,"component",282,5.280
,,"principle",90,5.230
,,"element",225,5.120
,,"accident",73,5.120
,,"theme",112,5.090
,,"mission",63,5.040
safety,"X''s ...",,5004,0.080
,,"sake",4449,9.540
,,"spectrum",15,5.620
safety,"possessors of X",,81150,1.250
,,"vaccine",982,8.490
,,"everyone",4805,8.240
,,"drug",956,8.220
,,"public",1508,7.710
,,"passenger",636,7.550
,,"family",3057,7.480
,,"worker",1980,7.180
,,"child",9848,7.150
,,"product",708,7.150
,,"pet",511,6.960
,,"journalist",399,6.880
,,"cyclist",312,6.860
,,"resident",613,6.810
,,"guest",356,6.560
,,"rider",300,6.520
,,"employee",950,6.450
,,"patient",1674,6.440
,,"daughter",742,6.440
,,"community",699,6.380
,,"citizen",504,6.380
,,"baby",711,6.330
,,"officer",539,6.300
,,"kid",806,6.230
,,"son",717,6.220
,,"crew",214,6.110
,,"vehicle",349,6.080
,,"other",494,6.030
,,"dog",453,5.930
,,"staff",204,5.860
,,"people",2891,5.770
,,"anyone",412,5.760
,,"participant",335,5.750
,,"device",219,5.680
,,"student",1584,5.640
,,"everybody",230,5.590
,,"woman",3119,5.580
,,"operator",196,5.560
,,"Americans",183,5.560
,,"victim",413,5.520
,,"plant",211,5.500
,,"customer",724,5.490
,,"car",309,5.400
,,"animal",212,5.390
,,"home",200,5.380
,,"glyphosate",101,5.330
,,"visitor",211,5.320
,,"tenant",146,5.300
,,"driver",535,5.270
,,"user",726,5.250
,,"survivor",128,5.250
,,"member",404,5.240
,,"gun",103,5.240
,,"occupant",98,5.220
,,"client",566,5.170
,,"athlete",139,5.150
,,"pedestrian",88,5.120
,,"facility",123,5.070
,,"player",400,5.060
,,"aspartame",83,5.060
,,"one",92,5.040
,,"motorist",85,5.040
,,"tourist",91,5.020
safety,"X of ...",,491487,7.580
,,"employee",11306,8.410
,,"worker",9548,7.940
,,"public",6552,7.940
,,"passenger",4746,7.940
,,"resident",6321,7.840
,,"staff",7788,7.750
,,"vaccine",5150,7.740
,,"everyone",4251,7.700
,,"citizen",6018,7.650
,,"home",8436,7.560
,,"other",7526,7.500
,,"child",15281,7.460
,,"guest",3435,7.440
,,"community",11910,7.340
,,"student",11343,7.270
,,"personnel",2941,7.170
,,"participant",3757,7.150
,,"patient",6480,7.030
,,"user",4568,6.970
,,"customer",3972,6.900
,,"journalist",2189,6.850
,,"visitor",2383,6.740
,,"person",5554,6.730
,,"product",8305,6.640
,,"driver",2206,6.640
,,"crew",1958,6.600
,,"occupant",1516,6.580
,,"pedestrian",1485,6.570
,,"member",5260,6.490
,,"drug",3124,6.490
,,"food",4190,6.330
,,"vehicle",3115,6.290
,,"family",5102,6.110
,,"navigation",1107,6.080
,,"patron",1075,6.050
,,"supply",1704,6.000
,,"consumer",1425,5.970
,,"attendee",1055,5.970
,,"flight",1335,5.970
,,"operation",2837,5.950
,,"workforce",1137,5.940
,,"therapy",1607,5.940
,,"individual",2727,5.910
,,"Canadian",1034,5.900
,,"aircraft",1353,5.870
,,"athlete",1096,5.860
,,"client",1684,5.830
,,"ship",1636,5.830
,,"rider",990,5.810
,,"officer",1533,5.730
,,"vessel",1177,5.690
,,"treatment",1786,5.630
,,"people",12469,5.590
,,"woman",3565,5.590
,,"environment",1431,5.570
,,"care",1940,5.530
,,"player",1923,5.520
,,"medicine",1338,5.480
,,"victim",1175,5.480
,,"kid",1122,5.480
,,"tenant",738,5.450
,,"car",1980,5.450
,,"operator",820,5.420
,,"cyclist",679,5.420
,,"facility",1346,5.410
,,"procedure",1045,5.400
,,"civilian",774,5.380
,,"pet",710,5.340
,,"Americans",1185,5.310
,,"motorist",605,5.290
,,"medication",809,5.260
,,"animal",1345,5.210
,,"device",1441,5.180
,,"dam",624,5.150
,,"firefighter",560,5.150
,,"dose",614,5.130
,,"responder",544,5.130
,,"reactor",554,5.080
,,"plant",1407,5.070
,,"crop",737,5.070
,,"miner",540,5.060
,,"chemical",728,5.040
,,"building",1906,5.030
,,"pupil",560,5.010
safety,"... of X",,280731,4.330
,,"margin",8902,9.230
,,"place",11498,7.950
,,"factor",3108,7.850
,,"interest",7514,7.750
,,"assurance",2175,7.730
,,"culture",5152,7.710
,,"standard",6046,7.620
,,"guarantee",2074,7.500
,,"feeling",5348,7.440
,,"reason",2225,7.270
,,"perception",2923,7.040
,,"department",2490,6.810
,,"illusion",1269,6.760
,,"issue",7345,6.740
,,"sake",1951,6.670
,,"sense",9891,6.660
,,"importance",4979,6.640
,,"level",17133,6.600
,,"commissioner",998,6.490
,,"assure",821,6.410
,,"measure",2334,6.390
,,"committee",1131,6.350
,,"term",8908,6.190
,,"awareness",1793,6.190
,,"degree",3185,6.140
,,"expense",1171,5.970
,,"assessment",1668,5.950
,,"improvement",903,5.940
,,"evaluation",1454,5.820
,,"disregard",525,5.820
,,"search",1220,5.790
,,"matter",2943,5.750
,,"concern",796,5.750
,,"consideration",997,5.720
,,"question",1670,5.700
,,"ground",840,5.620
,,"sure",576,5.600
,,"promise",837,5.560
,,"basic",554,5.410
,,"promotion",687,5.400
,,"layer",1450,5.400
,,"mindful",459,5.390
,,"aspect",3855,5.340
,,"environment",548,5.340
,,"evidence",1702,5.310
,,"oversight",433,5.250
,,"field",2251,5.230
,,"haven",337,5.210
,,"director",2349,5.160
,,"topic",791,5.130
,,"message",559,5.020
,,"charge",1074,5.010
safety,"... for X",,273989,4.230
,,"fear",10515,10.060
,,"concern",11397,9.340
,,"fear",5281,9.140
,,"concern",4747,8.990
,,"disregard",4695,8.820
,,"regard",2698,7.970
,,"responsibility",5629,7.800
,,"test",3085,7.740
,,"standard",4624,7.640
,,"pray",3220,7.580
,,"worry",1706,7.580
,,"flee",1674,7.560
,,"responsible",9995,7.340
,,"necessary",3040,6.960
,,"provide",3863,6.870
,,"afraid",908,6.720
,,"zone",925,6.600
,,"essential",1387,6.410
,,"important",2116,6.350
,,"precaution",698,6.350
,,"regulation",870,6.330
,,"fearful",661,6.290
,,"evaluate",736,6.250
,,"measure",883,6.230
,,"care",1349,6.190
,,"prayer",801,6.190
,,"requirement",2309,6.100
,,"critical",719,5.950
,,"guideline",1038,5.930
,,"reputation",757,5.900
,,"advocate",852,5.860
,,"implication",1045,5.810
,,"advocate",893,5.780
,,"assess",511,5.750
,,"consideration",664,5.730
,,"practice",744,5.730
,,"monitor",481,5.620
,,"inspect",426,5.600
,,"guarantee",439,5.560
,,"scamper",394,5.550
,,"be",7588,5.540
,,"vital",483,5.540
,,"design",1810,5.530
,,"check",763,5.530
,,"tip",627,5.520
,,"testing",497,5.510
,,"run",1374,5.490
,,"rule",756,5.480
,,"system",1260,5.450
,,"concerned",369,5.450
,,"close",547,5.450
,,"scare",366,5.420
,,"accountable",486,5.370
,,"need",3089,5.340
,,"remove",370,5.290
,,"home",861,5.210
,,"crucial",405,5.200
,,"scramble",328,5.200
,,"thought",339,5.160
,,"technology",558,5.150
,,"rating",369,5.130
,,"nick",292,5.120
,,"area",756,5.110
,,"place",1173,5.100
,,"require",1138,5.090
,,"alarm",286,5.090
,,"need",1048,5.070
,,"product",594,5.070
,,"take",571,5.050
,,"control",397,5.050
safety,"... to X",,184909,2.850
,,"threat",18061,9.490
,,"risk",8831,9.310
,,"commitment",8159,8.080
,,"flee",2330,7.860
,,"danger",2013,7.810
,,"flight",2188,7.480
,,"retreat",1246,7.410
,,"escape",1258,7.370
,,"critical",1640,7.240
,,"hazard",883,7.080
,,"swim",832,7.070
,,"parachute",722,6.980
,,"commit",3128,6.980
,,"regard",4168,6.660
,,"dedication",954,6.580
,,"pull",616,6.570
,,"essential",1138,6.550
,,"approach",4800,6.520
,,"vital",792,6.470
,,"child",1022,6.460
,,"man",758,6.400
,,"run",1190,6.330
,,"family",696,6.270
,,"improvement",890,6.260
,,"people",1150,6.230
,,"detrimental",603,6.230
,,"relate",11819,6.220
,,"important",1211,6.160
,,"evacuate",445,6.160
,,"pose",469,6.030
,,"pertain",1147,5.940
,,"dangerous",442,5.930
,,"attention",2812,5.890
,,"indifference",381,5.890
,,"airlift",335,5.830
,,"crucial",484,5.790
,,"see",405,5.770
,,"carry",387,5.700
,,"scramble",307,5.680
,,"prejudicial",302,5.660
,,"dedicate",1439,5.640
,,"crawl",290,5.600
,,"contribute",3500,5.510
,,"attitude",371,5.450
,,"respect",1481,5.430
,,"importance",430,5.430
,,"menace",250,5.370
,,"ship",286,5.370
,,"adhere",734,5.360
,,"jump",429,5.360
,,"priority",284,5.360
,,"contribution",1458,5.350
,,"survivor",230,5.330
,,"retreat",246,5.320
,,"passenger",235,5.280
,,"crew",231,5.270
,,"tow",232,5.260
,,"ball",280,5.230
,,"difference",335,5.170
,,"get",2817,5.160
,,"relation",1328,5.160
,,"escort",215,5.130
,,"everyone",222,5.120
,,"right",1178,5.110
,,"necessary",263,5.110
,,"way",1971,5.100
,,"scurry",194,5.080
,,"woman",262,5.070
,,"climb",272,5.050
,,"soldier",199,5.030
safety,"X in ...",,105953,1.630
,,"workplace",3866,8.440
,,"number",4847,6.890
,,"NFL",700,6.710
,,"Numbers",313,6.500
,,"mind",6113,6.300
,,"flight",504,6.290
,,"jeopardy",351,6.020
,,"pregnancy",308,5.840
,,"aviation",200,5.620
,,"mine",282,5.560
,,"draft",321,5.490
,,"home",1545,5.380
,,"healthcare",226,5.350
,,"care",674,5.320
,,"operation",694,5.290
,,"transportation",170,5.290
,,"event",1073,5.230
,,"travel",182,5.220
,,"facility",377,5.180
,,"handling",146,5.170
,,"laboratory",288,5.160
,,"Bangladesh",217,5.070
,,"emergency",181,5.050
,,"building",724,5.040
safety,"... on X",,90313,1.390
,,"compromise",1092,8.030
,,"emphasis",3280,7.250
,,"focus",5842,7.220
,,"priority",395,6.880
,,"evidence",614,6.790
,,"regulation",507,6.720
,,"corner",368,6.710
,,"tip",475,6.640
,,"impact",5025,6.570
,,"training",548,6.520
,,"datum",1717,6.490
,,"committee",460,6.350
,,"compromise",269,6.350
,,"advice",726,6.340
,,"impact",426,6.340
,,"concern",300,6.340
,,"standard",311,6.310
,,"awareness",299,6.300
,,"study",1038,6.220
,,"guideline",290,5.980
,,"doubt",259,5.970
,,"focus",9326,5.920
,,"education",249,5.910
,,"guidance",445,5.900
,,"presentation",365,5.860
,,"information",3660,5.850
,,"consensus",257,5.810
,,"legislation",202,5.730
,,"skimp",175,5.730
,,"check",331,5.700
,,"lesson",217,5.680
,,"rule",286,5.670
,,"expert",459,5.610
,,"research",979,5.590
,,"course",356,5.570
,,"record",261,5.510
,,"public",214,5.510
,,"hearing",316,5.500
,,"resource",295,5.480
,,"report",1058,5.450
,,"recommendation",216,5.430
,,"importance",140,5.430
,,"effect",1899,5.420
,,"opinion",414,5.420
,,"policy",342,5.360
,,"briefing",142,5.240
,,"premium",132,5.240
,,"seminar",184,5.230
,,"law",282,5.220
,,"requirement",158,5.200
,,"campaign",165,5.170
,,"debate",302,5.160
,,"session",251,5.140
,,"bearing",170,5.130
,,"authority",211,5.120
,,"conclusion",125,5.120
,,"knowledge",194,5.120
,,"instruction",183,5.110
,,"attention",213,5.070
,,"programme",148,5.070
,,"program",270,5.010
,,"educate",105,5.010
safety,"... about X",,89343,1.380
,,"concern",13099,9.480
,,"concern",8819,9.120
,,"worry",8635,8.370
,,"child",1022,8.030
,,"fear",756,7.740
,,"worry",824,7.520
,,"doubt",876,7.240
,,"care",2779,7.230
,,"awareness",841,7.150
,,"concerned",429,7.040
,,"kid",427,7.040
,,"raise",431,6.970
,,"question",3394,6.950
,,"serious",539,6.820
,,"public",474,6.790
,,"claim",397,6.420
,,"decision",591,6.410
,,"student",350,6.310
,,"message",340,6.300
,,"anxiety",261,6.250
,,"anxious",253,6.250
,,"vigilant",215,6.240
,,"conversation",541,6.190
,,"debate",456,6.190
,,"care",294,6.190
,,"conclusion",290,6.190
,,"community",245,6.080
,,"evidence",227,6.030
,,"parent",210,6.030
,,"uncertainty",248,5.980
,,"people",333,5.970
,,"consumer",192,5.970
,,"assurance",174,5.960
,,"wonder",360,5.900
,,"discussion",602,5.890
,,"learn",2349,5.870
,,"confident",198,5.850
,,"be",2236,5.780
,,"datum",302,5.770
,,"warning",214,5.750
,,"issue",183,5.710
,,"misinformation",153,5.680
,,"think",2397,5.620
,,"education",159,5.560
,,"reassurance",130,5.560
,,"perception",148,5.540
,,"passionate",357,5.530
,,"information",3109,5.510
,,"worried",123,5.430
,,"advice",166,5.420
,,"employee",129,5.420
,,"knowledge",357,5.400
,,"family",131,5.390
,,"lesson",145,5.370
,,"resident",123,5.370
,,"sure",232,5.360
,,"unsure",134,5.360
,,"nervous",140,5.340
,,"teach",158,5.330
,,"patient",129,5.330
,,"statement",249,5.310
,,"careful",133,5.290
,,"educate",128,5.290
,,"attitude",136,5.230
,,"misconception",129,5.230
,,"proactive",105,5.220
,,"controversy",111,5.180
,,"complacent",101,5.170
,,"paranoid",100,5.120
,,"study",115,5.120
,,"word",183,5.100
,,"complaint",214,5.090
,,"less",140,5.040
,,"ask",498,5.010
safety,"... in X",,77214,1.190
,,"improvement",3929,7.520
,,"confidence",1916,7.180
,,"dwell",582,7.060
,,"confident",472,6.550
,,"standard",668,6.360
,,"ultimate",277,6.320
,,"train",722,6.270
,,"return",448,6.160
,,"training",747,5.700
,,"excellence",532,5.690
,,"cross",157,5.640
,,"leader",1358,5.560
,,"lapse",141,5.510
,,"gain",303,5.450
,,"shore",115,5.420
,,"advancement",229,5.370
,,"utmost",99,5.310
,,"advance",528,5.310
,,"investment",1091,5.290
,,"expert",604,5.290
,,"lesson",238,5.250
,,"reach",164,5.230
,,"compromise",100,5.150
,,"travel",346,5.140
,,"certify",120,5.140
,,"expertise",414,5.130
,,"leadership",263,5.020
safety,"X for ...",,48058,0.740
,,"pedestrian",1225,8.960
,,"cyclist",670,8.150
,,"motorist",400,7.760
,,"driver",876,7.150
,,"occupant",253,7.090
,,"passenger",460,6.820
,,"bicyclist",175,6.780
,,"operator",422,6.710
,,"worker",1254,6.660
,,"user",2151,6.540
,,"personnel",258,6.380
,,"rider",255,6.300
,,"crew",214,6.200
,,"citizen",456,6.180
