"corpus","preloaded/ententen21_tt31"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"unavoidable",321,5.720
,,"incarnate",293,5.690
,,"devastating",295,5.600
,,"meaningless",337,5.580
,,"common",1295,5.560
,,"yearly",268,5.510
,,"uncommon",306,5.410
,,"violent",272,5.390
,,"peaceful",270,5.370
,,"premature",244,5.360
,,"vain",236,5.360
,,"many",972,5.310
,,"frequent",268,5.260
,,"intentional",220,5.200
,,"unfortunate",213,5.170
,,"terrible",318,5.120
,,"quick",500,5.110
,,"heartbreaking",191,5.100
,,"horrible",255,5.090
,,"mysterious",203,5.070
,,"exaggerated",183,5.060
,,"total",285,5.030
death,"X is a ...",,129864,1.120
,,"end",3931,9.340
,,"suicide",2425,9.180
,,"accident",2710,9.170
,,"loss",2991,9.040
,,"tragedy",2050,8.870
,,"parent",2409,8.840
,,"death",2341,8.760
,,"result",5916,8.290
,,"shock",1306,8.240
,,"homicide",1205,8.220
,,"blow",1144,8.000
,,"punishment",1011,7.860
,,"penalty",723,7.450
,,"murder",751,7.390
,,"husband",749,7.380
,,"consequence",865,7.330
,,"fault",776,7.300
,,"failure",737,6.960
,,"outcome",583,6.850
,,"beginning",692,6.850
,,"pneumonia",454,6.820
,,"disease",749,6.780
,,"separation",434,6.720
,,"enemy",635,6.690
,,"mystery",539,6.680
,,"injury",444,6.680
,,"cancer",453,6.640
,,"event",921,6.540
,,"life",632,6.510
,,"reminder",545,6.510
,,"attack",443,6.490
,,"moment",479,6.480
,,"sin",451,6.480
,,"possibility",501,6.460
,,"brother",446,6.390
,,"reality",481,6.380
,,"subject",737,6.350
,,"statistic",331,6.330
,,"wife",376,6.220
,,"certainty",304,6.210
,,"trauma",289,6.160
,,"something",1956,6.140
,,"nothing",934,6.140
,,"sleep",276,6.080
,,"theme",391,6.050
,,"act",459,6.030
,,"occurrence",301,6.010
,,"catalyst",287,5.980
,,"sacrifice",262,5.970
,,"thing",2224,5.950
,,"complication",264,5.950
,,"surprise",331,5.940
,,"fate",243,5.900
,,"illusion",283,5.890
,,"matter",686,5.890
,,"sister",277,5.890
,,"transition",238,5.830
,,"release",279,5.820
,,"wound",228,5.810
,,"year",1317,5.760
,,"cause",603,5.750
,,"part",4239,5.700
,,"father",292,5.700
,,"overdose",206,5.700
,,"strangulation",203,5.670
,,"fact",535,5.650
,,"price",301,5.640
,,"fear",227,5.610
,,"escape",205,5.610
,,"asphyxia",194,5.610
,,"news",305,5.590
,,"poisoning",192,5.590
,,"asphyxiation",186,5.550
,,"topic",320,5.540
,,"occasion",209,5.530
,,"birth",190,5.520
,,"evil",200,5.510
,,"incident",196,5.500
,,"fatality",180,5.500
,,"child",346,5.490
,,"son",343,5.450
,,"case",382,5.420
,,"arrest",168,5.390
,,"exaggeration",169,5.380
,,"Proud",166,5.380
,,"gift",292,5.340
,,"infection",181,5.330
,,"stroke",165,5.330
,,"hemorrhage",160,5.330
,,"sentence",175,5.310
,,"time",1009,5.310
,,"relief",171,5.310
,,"cessation",157,5.300
,,"experience",375,5.290
,,"ending",156,5.260
,,"companion",172,5.230
,,"door",177,5.220
,,"percent",415,5.170
,,"condition",253,5.160
,,"equalizer",143,5.150
death,"X''s ...",,16214,0.140
,,"door",5627,10.690
,,"Door",329,8.910
,,"doorstep",377,8.850
,,"Head",499,8.140
,,"sting",154,8.140
,,"embrace",268,7.980
,,"inevitability",98,7.600
,,"shadow",208,7.400
,,"gambit",115,7.250
,,"moth",75,7.190
,,"grip",142,6.970
,,"finality",57,6.830
,,"scythe",58,6.810
,,"Hand",80,6.800
,,"tar",51,6.660
,,"vale",49,6.620
,,"Shadow",67,6.520
,,"agony",49,6.440
,,"grasp",76,6.430
,,"clutch",50,6.410
,,"dominion",48,6.340
,,"head",1172,6.310
,,"threshold",46,6.140
,,"insignia",33,5.900
,,"grin",39,5.890
,,"doorway",31,5.820
,,"domain",59,5.810
,,"valley",35,5.810
,,"messenger",42,5.810
,,"kingdom",90,5.740
,,"Hawkmoth",26,5.710
,,"shade",29,5.690
,,"summons",26,5.610
,,"terror",29,5.590
,,"darkness",27,5.530
,,"alarm",27,5.520
,,"certainty",24,5.520
,,"hussar",24,5.510
,,"dart",23,5.500
,,"mystery",46,5.480
,,"mask",37,5.440
,,"angel",30,5.440
,,"breath",57,5.420
,,"realm",34,5.420
,,"hawkmoth",21,5.400
,,"chill",23,5.390
,,"Jest-Book",20,5.320
,,"cockroach",20,5.320
,,"portal",34,5.250
,,"veil",21,5.230
,,"meteor",19,5.230
,,"hour",68,5.210
,,"blow",22,5.210
,,"bondage",19,5.190
,,"wound",33,5.180
,,"II",31,5.180
,,"kiss",26,5.170
,,"scum",18,5.170
,,"touch",40,5.150
,,"slumber",18,5.130
,,"repose",18,5.110
,,"throe",17,5.090
,,"argent",17,5.070
,,"shroud",17,5.050
,,"imminence",16,5.010
death,"possessors of X",,812599,6.980
,,"father",51084,10.100
,,"mother",24661,9.170
,,"husband",18297,9.120
,,"Christ",13672,8.670
,,"Jesus",14034,8.650
,,"Floyd",10144,8.610
,,"son",10777,8.390
,,"wife",10666,8.370
,,"brother",9800,8.300
,,"daughter",4885,7.300
,,"parent",5537,7.260
,,"latter",4163,7.250
,,"sister",3901,7.070
,,"Stalin",3534,7.070
,,"Diana",2432,6.570
,,"friend",3153,6.520
,,"man",6585,6.510
,,"Jackson",2554,6.490
,,"John",3201,6.460
,,"person",4101,6.450
,,"decedent",2127,6.390
,,"victim",2566,6.350
,,"Kennedy",2137,6.300
,,"martyr",1933,6.260
,,"Brown",2240,6.240
,,"Smith",2339,6.230
,,"child",6645,6.190
,,"boy",2364,6.180
,,"Lord",2354,6.140
,,"someone",2391,6.080
,,"grandfather",1810,6.080
,,"Henry",1783,6.040
,,"Alexander",1718,6.040
,,"author",2516,6.030
,,"William",1723,6.030
,,"patient",2680,6.010
,,"King",2508,6.010
,,"king",1901,6.000
,,"baby",1857,5.890
,,"girl",2167,5.860
,,"character",1876,5.840
,,"composer",1510,5.840
,,"Muhammad",1405,5.780
,,"uncle",1382,5.730
,,"Mary",1688,5.690
,,"Taylor",1413,5.690
,,"grandmother",1380,5.680
,,"artist",1740,5.650
,,"Mao",1281,5.650
,,"Gray",1286,5.630
,,"dad",1351,5.620
,,"Martin",1400,5.610
,,"soldier",1355,5.600
,,"testator",1218,5.600
,,"hero",1305,5.590
,,"Lenin",1241,5.590
,,"Miller",1311,5.570
,,"Lincoln",1251,5.530
,,"David",1340,5.510
,,"owner",1426,5.490
,,"George",1335,5.490
,,"Garner",1105,5.460
,,"Lee",1265,5.450
,,"Robert",1119,5.410
,,"Scalia",1071,5.410
,,"Shakespeare",1214,5.400
,,"deceased",1094,5.370
,,"Epstein",1051,5.370
,,"Franco",1050,5.370
,,"Michael",1180,5.360
,,"Alex",1083,5.360
,,"spouse",1055,5.340
,,"James",1163,5.340
,,"Thomas",1098,5.340
,,"Arafat",1013,5.330
,,"Peter",1181,5.290
,,"Richard",1014,5.260
,,"Paul",1314,5.250
,,"Khashoggi",943,5.230
,,"Elizabeth",968,5.210
,,"member",1213,5.200
,,"woman",3189,5.180
,,"mom",1009,5.180
,,"II",938,5.170
,,"Edward",928,5.170
,,"Jack",985,5.150
,,"Williams",975,5.150
,,"Joseph",982,5.130
,,"emperor",946,5.130
,,"Prince",910,5.120
,,"Roosevelt",877,5.080
,,"Philip",864,5.070
,,"JFK",846,5.070
,,"Sarah",882,5.060
,,"Kelly",872,5.020
,,"Charles",841,5.010
,,"partner",909,5.010
death,"pronominal possessors of X",,1391077,11.950
,,"his",927184,7.810
,,"her",256836,7.120
death,"... of X",,1348038,11.580
,,"cause",188271,11.090
,,"time",100593,9.380
,,"risk",48622,8.990
,,"date",34068,8.810
,,"fear",23500,8.600
,,"anniversary",18521,8.380
,,"news",14813,8.220
,,"sentence",13138,8.190
,,"place",15805,7.640
,,"learn",8786,7.560
,,"kiss",7519,7.490
,,"shadow",8382,7.440
,,"circumstance",7526,7.340
,,"event",10493,7.310
,,"rate",14510,7.260
,,"threat",8368,7.250
,,"number",76455,7.240
,,"manner",7297,7.210
,,"moment",9172,7.160
,,"pain",6190,7.110
,,"report",8885,7.070
,,"angel",5040,6.880
,,"brink",5190,6.880
,,"screen",5046,6.870
,,"case",15148,6.830
,,"hear",6316,6.810
,,"penalty",4463,6.710
,,"afraid",4813,6.660
,,"dance",4324,6.660
,,"Cause",4206,6.650
,,"face",6838,6.580
,,"culture",5486,6.580
,,"danger",4644,6.520
,,"thousand",11425,6.500
,,"percent",9951,6.420
,,"verge",3637,6.380
,,"day",11542,6.330
,,"hour",6413,6.240
,,"total",5614,6.190
,,"wake",3669,6.190
,,"point",8689,6.100
,,"cause",2883,6.080
,,"thought",3288,6.070
,,"god",3047,6.060
,,"valley",2837,6.020
,,"account",4409,5.940
,,"million",5249,5.920
,,"chance",3377,5.860
,,"worthy",2954,5.830
,,"inevitability",2383,5.830
,,"jaw",2362,5.810
,,"reality",2966,5.780
,,"cent",3274,5.750
,,"proportion",2970,5.680
,,"announcement",2378,5.670
,,"year",9796,5.660
,,"smell",2352,5.650
,,"incidence",2444,5.620
,,"verdict",2012,5.590
,,"possibility",2983,5.540
,,"majority",5162,5.530
,,"average",2397,5.510
,,"investigation",2297,5.480
,,"instrument",2029,5.480
,,"stench",1853,5.470
,,"estimate",2218,5.440
,,"power",4251,5.430
,,"aftermath",2064,5.430
,,"scene",2252,5.420
,,"symbol",2259,5.400
,,"probability",1953,5.380
,,"speak",2791,5.370
,,"mystery",1956,5.370
,,"fact",2089,5.360
,,"record",2749,5.340
,,"theme",2228,5.320
,,"merchant",1691,5.320
,,"story",3898,5.310
,,"cycle",2009,5.280
,,"punishment",1647,5.270
,,"reason",1799,5.260
,,"sleep",1527,5.200
,,"prospect",1764,5.180
,,"percentage",2354,5.120
,,"notice",1912,5.120
,,"fear",1470,5.120
,,"occasion",1570,5.120
,,"half",3202,5.100
,,"likelihood",1637,5.100
,,"gate",1516,5.080
,,"sting",1406,5.070
,,"age",2297,5.060
,,"hearing",1423,5.040
,,"figure",1612,5.030
,,"night",1772,5.010
death,"X of ...",,1183764,10.170
,,"father",39833,9.700
,,"wife",21262,8.980
,,"husband",19532,8.910
,,"mother",21148,8.840
,,"son",15866,8.490
,,"Floyd",12933,8.430
,,"brother",11635,8.110
,,"child",26927,7.970
,,"parent",11891,7.890
,,"Christ",14826,7.720
,,"Jesus",10367,7.620
,,"man",21305,7.560
,,"friend",11319,7.500
,,"person",12346,7.390
,,"daughter",6755,7.350
,,"salesman",5622,7.260
,,"member",11614,7.180
,,"soldier",6618,7.120
,,"civilian",5144,7.010
,,"spouse",4731,6.980
,,"woman",11152,6.880
,,"hundred",4815,6.880
,,"sister",4323,6.760
,,"million",5134,6.730
,,"baby",4182,6.640
,,"patient",6756,6.570
,,"thousand",5949,6.570
,,"girl",4694,6.500
,,"boy",4004,6.470
,,"cell",5654,6.460
,,"II",4178,6.440
,,"people",22981,6.360
,,"worker",4893,6.350
,,"author",3494,6.270
,,"Stalin",2811,6.260
,,"victim",3567,6.230
,,"animal",4199,6.190
,,"Brown",2760,6.170
,,"leader",3624,6.100
,,"someone",3075,6.100
,,"king",2924,6.070
,,"body",5329,6.060
,,"infant",2557,6.050
,,"owner",3077,6.040
,,"officer",3275,6.030
,,"Diana",2393,6.030
,,"Son",2447,6.000
,,"III",2539,5.990
,,"partner",2689,5.940
,,"individual",3917,5.880
,,"Smith",2310,5.880
,,"deceased",2183,5.830
,,"Alexander",2134,5.830
,,"uncle",2024,5.780
,,"grandfather",1996,5.750
,,"I",2166,5.750
,,"John",2233,5.700
,,"resident",2517,5.690
,,"citizen",2613,5.670
,,"relative",1873,5.610
,,"founder",1869,5.610
,,"cross",1902,5.600
,,"King",1971,5.590
,,"character",3486,5.580
,,"bin",1786,5.580
,,"employee",2563,5.560
,,"star",2272,5.560
,,"baronet",1707,5.550
,,"Americans",2383,5.540
,,"Martin",1741,5.530
,,"grandmother",1678,5.510
,,"superman",1661,5.480
,,"ten",1647,5.450
,,"Gray",1607,5.450
,,"prisoner",1808,5.420
,,"dog",1909,5.380
,,"testator",1507,5.370
,,"innocent",1489,5.340
,,"IV",1503,5.310
,,"student",3608,5.250
,,"teenager",1459,5.250
,,"President",1592,5.240
,,"Jackson",1405,5.210
,,"Kennedy",1381,5.210
,,"despair",1407,5.210
,,"universe",1887,5.200
,,"pet",1413,5.190
,,"inmate",1370,5.170
,,"Muhammad",1343,5.160
,,"Taylor",1323,5.150
,,"neuron",1309,5.070
,,"president",1351,5.020
,,"other",2026,5.010
,,"emperor",1240,5.010
death,"... to X",,829377,7.130
,,"sentence",60063,10.760
,,"put",49815,10.600
,,"starve",32743,10.270
,,"beat",22900,9.760
,,"shoot",19894,9.530
,,"bleed",17725,9.420
,,"stab",17719,9.420
,,"scare",15936,9.260
,,"burn",14857,9.090
,,"freeze",14250,9.090
,,"condemn",12540,8.900
,,"fight",12346,8.870
,,"stone",10228,8.640
,,"lead",78773,8.580
,,"fall",14042,8.520
,,"torture",9005,8.460
,,"crush",6731,8.030
,,"fight",6685,8.000
,,"choke",6316,7.950
,,"sick",5810,7.800
,,"man",6297,7.780
,,"people",7013,7.640
,,"birth",6098,7.580
,,"do",7781,7.550
,,"hack",4582,7.480
,,"strangle",3843,7.230
,,"bore",3651,7.150
,,"shot",3656,7.110
,,"jump",3628,6.910
,,"contribute",11251,6.870
,,"bludgeon",2889,6.820
,,"battle",2617,6.670
,,"close",7114,6.640
,,"trample",2445,6.590
,,"work",2726,6.570
,,"half",2454,6.550
,,"other",2297,6.450
,,"woman",2374,6.430
,,"freezing",2177,6.420
,,"duel",2058,6.340
,,"child",2505,6.320
,,"half",1991,6.290
,,"conception",1970,6.260
,,"suffocate",1896,6.220
,,"defend",1884,6.210
,,"plunge",1865,6.190
,,"someone",1836,6.140
,,"link",3803,6.000
,,"reaction",2387,6.000
,,"life",2015,6.000
,,"previous",1584,5.910
,,"lead",1906,5.890
,,"club",1489,5.870
,,"maul",1481,5.860
,,"plummet",1410,5.780
,,"wife",1394,5.740
,,"leap",1376,5.720
,,"succumb",1452,5.590
,,"frighten",1210,5.570
,,"love",1235,5.550
,,"son",1221,5.530
,,"response",4258,5.470
,,"due",12277,5.460
,,"close",1782,5.430
,,"prior",1242,5.420
