"corpus","preloaded/brexit_dedup"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"lead",5,6.350
,,"vote",4,5.950
,,"get",8,5.870
,,"put",4,5.820
,,"see",5,5.230
,,"be",48,5.100
,,"do",5,5.070
,,"make",7,4.940
power,"verbs with X as subject",,267,12.300
,,"grab",5,9.140
,,"pull",5,8.580
,,"lie",6,8.100
,,"get",5,6.280
,,"be",112,5.750
,,"do",9,5.510
,,"have",25,5.020
power,"X and/or ...",,194,8.940
,,"influence",11,10.370
,,"money",14,9.980
,,"wealth",5,9.310
,,"rich",4,9.240
,,"authority",4,8.910
,,"control",6,8.890
power,"prepositional phrases",,1081,0.000
,,"... of ""%w""",246,11.340
,,"""%w"" of ...",154,7.100
,,"""%w"" to ...",110,5.070
,,"... in ""%w""",106,4.880
,,"""%w"" in ...",84,3.870
,,"... to ""%w""",46,2.120
,,"""%w"" from ...",32,1.470
,,"... with ""%w""",29,1.340
,,"... for ""%w""",25,1.150
,,"""%w"" for ...",22,1.010
,,"""%w"" as ...",19,0.880
,,"""%w"" at ...",17,0.780
,,"""%w"" over ...",15,0.690
,,"""%w"" with ...",14,0.650
,,"... from ""%w""",13,0.600
,,"... into ""%w""",13,0.600
,,"""%w"" on ...",13,0.600
,,"... as ""%w""",12,0.550
,,"... on ""%w""",12,0.550
,,"... by ""%w""",11,0.510
,,"... against ""%w""",9,0.410
,,"... about ""%w""",7,0.320
,,"""%w"" into ...",6,0.280
,,"""%w"" within ...",6,0.280
,,"""%w"" by ...",4,0.180
,,"... between ""%w""",4,0.180
,,"""%w"" than ...",4,0.180
,,"... over ""%w""",4,0.180
,,"... within ""%w""",4,0.180
power,"adjective predicates of X",,26,1.200
,,"hungry",4,11.990
power,"X''s ...",,9,0.410
,,"influence",6,11.390
power,"possessors of X",,44,2.030
,,"britain",7,6.940
power,"... of X",,246,11.340
,,"balance",34,11.800
,,"transfer",14,10.610
,,"position",9,9.750
,,"ambition",6,9.560
,,"concentration",5,9.300
,,"centralisation",4,9.030
,,"abuse",4,8.930
,,"term",4,7.640
power,"X of ...",,154,7.100
,,"veto",6,10.210
,,"plan",6,9.800
,,"bank",8,9.500
,,"court",4,9.290
,,"politics",5,8.850
,,"parliament",5,8.310
,,"country",4,7.260
power,"X to ...",,110,5.070
,,"brussels",16,11.090
,,"employer",6,10.680
,,"parliament",4,9.490
,,"people",6,8.850
,,"eu",10,8.480
power,"... in X",,106,4.880
,,"everything",11,11.250
,,"tory",4,9.910
,,"be",37,8.420
,,"believe",4,8.240
,,"people",4,7.640
,,"stay",5,6.520
power,"X in ...",,84,3.870
,,"hand",5,9.640
,,"brussels",5,8.300
,,"europe",10,7.660
,,"world",4,7.230
,,"eu",8,6.210
,,"uk",4,6.100
power,"... to X",,46,2.120
,,"truth",4,11.240
,,"come",14,8.920
power,"X from ...",,32,1.470
,,"westminster",5,11.670
,,"elite",4,11.500
power,"... for X",,25,1.150
,,"plan",8,9.910
power,"X as ...",,19,0.880
,,"kingdom",7,12.850
power,"... into X",,13,0.600
,,"get",4,10.030
power,"verbs with particle ""up"" and X as object",,11,0.510
,,"give",10,11.400
